,essay,token,lemma,sentence,index,start,pos,sentiment,paragraph,docPosition,sentPosition,isPunc,followsPunc,precedesPunc,followsLCA,precedesLCA,followsLCAPath,precedesLCAPath,head,uppermost,uppermost_child,right_sibling,right_sibling_head,probability,IOB
12,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,economy,economy,0,13,133,NN,Neutral,0,Introduction,Middle,False,False,True,S,PP,0.16666666666666666,0.8333333333333334,development-11,PP,IN,NP,development,0.013305312577301626,O
13,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,.,.,0,14,140,.,Neutral,0,Introduction,Last,True,False,False,,S,-1.0,0.16666666666666666,said-4,.,.,.,said,0.013305312577301626,O
14,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,In,in,1,1,142,IN,Neutral,0,Introduction,First,False,True,False,PP,,0.3,-1.0,order-2,IN,In,In,order,0.013305312577301626,O
15,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,order,order,1,2,145,NN,Neutral,0,Introduction,Middle,False,False,False,NP,PP,0.4,0.3,continue-10,PP,IN,NP,prospers,0.013305312577301626,O
16,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,to,to,1,3,151,TO,Neutral,0,Introduction,Middle,False,False,False,VP,NP,0.6,0.4,survive-4,TO,to,to,improve,0.013305312577301626,O
17,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,survive,survive,1,4,154,VB,Neutral,0,Introduction,Middle,False,False,False,VP,VP,0.7,0.6,order-2,S,VP,VP,continue,0.013305312577301626,O
18,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,in,in,1,5,162,IN,Neutral,0,Introduction,Middle,False,False,False,PP,VP,0.8,0.7,competition-7,IN,in,in,competition,0.013305312577301626,O
19,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,the,the,1,6,165,DT,Neutral,0,Introduction,Middle,False,False,False,NP,PP,0.9,0.8,competition-7,DT,the,the,society,0.013305312577301626,O
20,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,competition,competition,1,7,169,NN,Neutral,0,Introduction,Middle,False,False,True,S,NP,0.2,0.9,survive-4,PP,IN,NP,prospers,0.013305312577301626,O
21,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,",",",",1,8,180,",",Neutral,0,Introduction,Middle,True,False,False,S,S,0.2,0.2,continue-10,",",",",",",prospers,0.013305312577301626,O
22,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,companies,company,1,9,182,NNS,Neutral,0,Introduction,Middle,False,True,False,S,S,0.3,0.2,continue-10,NP,NNS,NNS,improve,0.013305312577301626,O
23,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,continue,continue,1,10,192,VBP,Neutral,0,Introduction,Middle,False,False,False,S,S,0.2,0.3,continue-10,ROOT,S,S,continue,0.013305312577301626,O
24,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,to,to,1,11,201,TO,Neutral,0,Introduction,Middle,False,False,False,S,S,0.2,0.2,improve-12,PP,IN,NP,prospers,0.013305312577301626,O
25,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,improve,improve,1,12,204,VB,Neutral,0,Introduction,Middle,False,False,False,VP,S,0.7,0.2,continue-10,S,VP,VP,continue,0.013305312577301626,O
26,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,their,they,1,13,212,PRP$,Neutral,0,Introduction,Middle,False,False,False,NP,VP,0.8,0.7,products-14,PRP$,their,their,products,0.013305312577301626,O
27,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,products,product,1,14,218,NNS,Neutral,0,Introduction,Middle,False,False,False,NP,NP,0.8,0.8,improve-12,NP,PRP$,NN,prospers,0.013305312577301626,O
28,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,and,and,1,15,227,CC,Neutral,0,Introduction,Middle,False,False,False,NP,NP,0.8,0.8,service-16,CC,and,and,prospers,0.013305312577301626,O
29,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,service,service,1,16,231,NN,Neutral,0,Introduction,Middle,False,False,True,S,NP,0.2,0.8,products-14,NN,service,service,products,0.013305312577301626,O
30,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,",",",",1,17,238,",",Neutral,0,Introduction,Middle,True,False,False,S,S,0.2,0.2,continue-10,",",",",",",prospers,0.013305312577301626,O
31,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,and,and,1,18,240,CC,Neutral,0,Introduction,Middle,False,True,False,S,S,0.3,0.2,prospers-26,S,VP,VP,continue,0.013305312577301626,O
32,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,as,as,1,19,244,IN,Neutral,0,Introduction,Middle,False,False,False,PP,S,0.4,0.3,result-21,IN,,,,0.013305312577301626,O
33,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,a,a,1,20,247,DT,Neutral,0,Introduction,Middle,False,False,False,NP,PP,0.5,0.4,result-21,DT,,,,0.013305312577301626,O
34,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,result,result,1,21,249,NN,Neutral,0,Introduction,Middle,False,False,True,S,NP,0.2,0.5,prospers-26,PP,,,,0.013305312577301626,O
35,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,",",",",1,22,255,",",Neutral,0,Introduction,Middle,True,False,False,S,S,0.2,0.2,prospers-26,",",",",",",prospers,0.013305312577301626,O
36,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,the,the,1,23,257,DT,Neutral,0,Introduction,Middle,False,True,False,S,S,0.2,0.2,society-25,PP,IN,NP,prospers,0.013305312577301626,O
37,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,whole,whole,1,24,261,JJ,Neutral,0,Introduction,Middle,False,False,False,NP,S,0.4,0.2,society-25,JJ,,,,0.013305312577301626,O
38,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,society,society,1,25,267,NN,Neutral,0,Introduction,Middle,False,False,False,S,NP,0.3,0.4,prospers-26,NP,NNS,NNS,improve,0.013305312577301626,O
39,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,prospers,prosper,1,26,275,VBZ,Neutral,0,Introduction,Middle,False,False,True,S,S,0.2,0.3,continue-10,VBZ,,,,0.013305312577301626,O
40,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,.,.,1,27,283,.,Neutral,0,Introduction,Last,True,False,False,,S,-1.0,0.2,continue-10,.,.,.,continue,0.013305312577301626,O
41,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,However,however,2,1,285,RB,Negative,0,Introduction,First,False,True,True,S,,0.16666666666666666,-1.0,society-22,ADVP,RB,RB,society,0.013305312577301626,O
42,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,",",",",2,2,292,",",Negative,0,Introduction,Middle,True,False,False,S,S,0.16666666666666666,0.16666666666666666,society-22,",",",",",",society,0.013305312577301626,O
43,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,when,when,2,3,294,WRB,Negative,0,Introduction,Middle,False,True,False,SBAR,S,0.25,0.16666666666666666,discuss-5,WHADVP,WRB,WRB,discuss,0.013305312577301626,O
44,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,we,we,2,4,299,PRP,Negative,0,Introduction,Middle,False,False,False,S,SBAR,0.3333333333333333,0.25,discuss-5,NP,PRP,PRP,concerned,0.013305312577301626,O
45,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,discuss,discuss,2,5,302,VBP,Negative,0,Introduction,Middle,False,False,False,VP,S,0.4166666666666667,0.3333333333333333,society-22,SBAR,WHADVP,S,society,0.013305312577301626,O
46,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,the,the,2,6,310,DT,Negative,0,Introduction,Middle,False,False,False,NP,VP,0.6666666666666666,0.4166666666666667,issue-7,DT,the,the,development,0.013305312577301626,O
47,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,issue,issue,2,7,314,NN,Negative,0,Introduction,Middle,False,False,False,NP,NP,0.5833333333333334,0.6666666666666666,discuss-5,NP,NP,SBAR,concerned,0.013305312577301626,O
48,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,of,of,2,8,320,IN,Negative,0,Introduction,Middle,False,False,False,PP,NP,0.6666666666666666,0.5833333333333334,competition-9,IN,of,of,life,0.013305312577301626,O
49,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,competition,competition,2,9,323,NN,Negative,0,Introduction,Middle,False,False,False,NP,PP,0.75,0.6666666666666666,issue-7,PP,IN,NP,development,0.013305312577301626,O
50,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,or,or,2,10,335,CC,Negative,0,Introduction,Middle,False,False,False,NP,NP,0.75,0.75,cooperation-11,CC,or,or,cooperation,0.013305312577301626,O
51,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,cooperation,cooperation,2,11,338,NN,Negative,0,Introduction,Middle,False,False,True,S,NP,0.16666666666666666,0.75,competition-9,cooperation,,,,0.013305312577301626,O
52,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,",",",",2,12,349,",",Negative,0,Introduction,Middle,True,False,False,S,S,0.16666666666666666,0.16666666666666666,issue-7,",",",",",",society,0.013305312577301626,O
53,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,what,what,2,13,351,WP,Negative,0,Introduction,Middle,False,True,False,S,S,0.3333333333333333,0.16666666666666666,concerned-16,WHNP,WP,WP,concerned,0.013305312577301626,O
54,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,we,we,2,14,356,PRP,Negative,0,Introduction,Middle,False,False,False,S,S,0.3333333333333333,0.3333333333333333,concerned-16,NP,PRP,PRP,concerned,0.013305312577301626,O
55,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,are,be,2,15,359,VBP,Negative,0,Introduction,Middle,False,False,False,VP,S,0.75,0.3333333333333333,concerned-16,VBP,are,are,concerned,0.013305312577301626,O
56,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,concerned,concerned,2,16,363,JJ,Negative,0,Introduction,Middle,False,False,False,ADJP,VP,0.8333333333333334,0.75,issue-7,SBAR,WHNP,S,society,0.013305312577301626,O
57,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,about,about,2,17,373,IN,Negative,0,Introduction,Middle,False,False,False,S,ADJP,0.16666666666666666,0.8333333333333334,concerned-16,PP,IN,IN,life,0.013305312577301626,O
58,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,is,be,2,18,379,VBZ,Negative,0,Introduction,Middle,False,False,False,VP,S,0.25,0.16666666666666666,society-22,VBZ,is,is,society,0.013305312577301626,O
59,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,not,not,2,19,382,RB,Negative,0,Introduction,Middle,False,False,False,S,VP,0.16666666666666666,0.25,society-22,RB,not,not,society,0.013305312577301626,O
60,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,the,the,2,20,386,DT,Negative,0,Introduction,Middle,False,False,False,S,S,0.16666666666666666,0.16666666666666666,society-22,SBAR,WHADVP,S,society,0.013305312577301626,O
61,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,whole,whole,2,21,390,JJ,Negative,0,Introduction,Middle,False,False,False,NP,S,0.4166666666666667,0.16666666666666666,society-22,JJ,whole,whole,life,0.013305312577301626,O
62,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,society,society,2,22,396,NN,Negative,0,Introduction,Middle,False,False,True,S,NP,0.16666666666666666,0.4166666666666667,society-22,ROOT,S,S,society,0.013305312577301626,O
63,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,",",",",2,23,403,",",Negative,0,Introduction,Middle,True,False,False,S,S,0.16666666666666666,0.16666666666666666,society-22,",",",",",",society,0.013305312577301626,O
64,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,but,but,2,24,405,CC,Negative,0,Introduction,Middle,False,True,False,S,S,0.16666666666666666,0.16666666666666666,development-26,CC,but,but,development,0.013305312577301626,O
65,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,the,the,2,25,409,DT,Negative,0,Introduction,Middle,False,False,False,S,S,0.16666666666666666,0.16666666666666666,development-26,SBAR,WHADVP,S,society,0.013305312577301626,O
66,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,development,development,2,26,413,NN,Negative,0,Introduction,Middle,False,False,False,S,S,0.16666666666666666,0.16666666666666666,society-22,NP,,,,0.013305312577301626,O
67,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,of,of,2,27,425,IN,Negative,0,Introduction,Middle,False,False,False,S,S,0.16666666666666666,0.16666666666666666,life-32,SBAR,WHADVP,S,society,0.013305312577301626,O
68,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,an,a,2,28,428,DT,Negative,0,Introduction,Middle,False,False,False,NP,S,0.6666666666666666,0.16666666666666666,individual-29,DT,,,,0.013305312577301626,O
69,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,individual,individual,2,29,431,NN,Negative,0,Introduction,Middle,False,False,False,NP,NP,0.6666666666666666,0.6666666666666666,life-32,NP,,,,0.013305312577301626,O
70,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,'s,'s,2,30,441,POS,Negative,0,Introduction,Middle,False,False,False,NP,NP,0.4166666666666667,0.6666666666666666,individual-29,POS,,,,0.013305312577301626,O
71,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,whole,whole,2,31,444,JJ,Negative,0,Introduction,Middle,False,False,False,NP,NP,0.4166666666666667,0.4166666666666667,life-32,JJ,whole,whole,life,0.013305312577301626,O
72,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,life,life,2,32,450,NN,Negative,0,Introduction,Middle,False,False,True,S,NP,0.16666666666666666,0.4166666666666667,development-26,PP,,,,0.013305312577301626,O
73,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,.,.,2,33,454,.,Negative,0,Introduction,Last,True,False,False,,S,-1.0,0.16666666666666666,society-22,.,.,.,society,0.013305312577301626,O
74,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,From,from,3,1,456,IN,Neutral,0,Introduction,First,False,True,False,PP,,0.3,-1.0,point-3,IN,From,From,point,0.013305312577301626,O
75,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,this,this,3,2,461,DT,Neutral,0,Introduction,Middle,False,False,False,NP,PP,0.5,0.3,point-3,DT,this,this,point,0.013305312577301626,O
76,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,point,point,3,3,466,NN,Neutral,0,Introduction,Middle,False,False,False,NP,NP,0.4,0.5,believe-9,PP,IN,NP,attach,0.013305312577301626,O
77,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,of,of,3,4,472,IN,Neutral,0,Introduction,Middle,False,False,False,PP,NP,0.5,0.4,view-5,IN,of,of,view,0.013305312577301626,O
78,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,view,view,3,5,475,NN,Neutral,0,Introduction,Middle,False,False,True,S,PP,0.2,0.5,point-3,PP,IN,NP,attach,0.013305312577301626,O
79,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,",",",",3,6,479,",",Neutral,0,Introduction,Middle,True,False,False,S,S,0.2,0.2,believe-9,",",",",",",believe,0.013305312577301626,O
80,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,I,I,3,7,481,PRP,Neutral,0,Introduction,Middle,False,True,False,S,S,0.2,0.2,believe-9,NP,PRP,PRP,attach,0.013305312577301626,O
81,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,firmly,firmly,3,8,483,RB,Neutral,0,Introduction,Middle,False,False,False,S,S,0.2,0.2,believe-9,ADVP,RB,RB,believe,0.013305312577301626,O
82,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,believe,believe,3,9,490,VBP,Neutral,0,Introduction,Middle,False,False,False,VP,S,0.3,0.2,believe-9,ROOT,S,S,believe,0.013305312577301626,O
83,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,that,that,3,10,498,IN,Neutral,0,Introduction,Middle,False,False,False,SBAR,VP,0.4,0.3,attach-13,IN,that,that,attach,0.013305312577301626,O
84,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,we,we,3,11,503,PRP,Neutral,0,Introduction,Middle,False,False,False,S,SBAR,0.5,0.4,attach-13,NP,PRP,PRP,attach,0.013305312577301626,Arg-B
85,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,should,should,3,12,506,MD,Neutral,0,Introduction,Middle,False,False,False,VP,S,0.6,0.5,attach-13,MD,should,should,attach,0.0476733683405093,Arg-I
86,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,attach,attach,3,13,513,VB,Neutral,0,Introduction,Middle,False,False,False,VP,VP,0.7,0.6,believe-9,SBAR,IN,S,believe,0.14984525969388995,Arg-I
87,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,more,more,3,14,520,JJR,Neutral,0,Introduction,Middle,False,False,False,NP,VP,0.8,0.7,importance-15,JJR,more,more,importance,0.11534865659079704,Arg-I
88,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,importance,importance,3,15,525,NN,Neutral,0,Introduction,Middle,False,False,False,VP,NP,0.7,0.8,attach-13,NP,JJR,NN,attach,0.11534865659079704,Arg-I
89,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,to,to,3,16,536,IN,Neutral,0,Introduction,Middle,False,False,False,PP,VP,0.8,0.7,cooperation-17,IN,to,to,cooperation,0.11534865659079704,Arg-I
90,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,cooperation,cooperation,3,17,539,NN,Neutral,0,Introduction,Middle,False,False,False,PP,PP,0.8,0.8,attach-13,PP,IN,NP,attach,0.11534865659079704,Arg-I
91,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,during,during,3,18,551,IN,Neutral,0,Introduction,Middle,False,False,False,PP,PP,0.8,0.8,education-20,IN,to,to,cooperation,0.11534865659079704,Arg-I
92,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,primary,primary,3,19,558,JJ,Neutral,0,Introduction,Middle,False,False,False,NP,PP,0.9,0.8,education-20,JJ,,,,0.11534865659079704,Arg-I
93,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,education,education,3,20,566,NN,Neutral,0,Introduction,Middle,False,False,True,S,NP,0.2,0.9,attach-13,PP,IN,NP,attach,0.11534865659079704,Arg-I
94,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,.,.,3,21,575,.,Neutral,0,Introduction,Last,True,False,False,,S,-1.0,0.2,believe-9,.,.,.,believe,0.11534865659079704,O
95,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,First,first,0,1,577,RB,Neutral,1,Body,First,False,True,False,ADVP,,0.2,-1.0,learn-10,ADVP,RB,PP,life,0.23787923555186608,O
96,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,of,of,0,2,583,IN,Neutral,1,Body,Middle,False,False,False,PP,ADVP,0.26666666666666666,0.2,all-3,IN,of,of,students,0.023969676496730506,O
97,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,all,all,0,3,586,DT,Neutral,1,Body,Middle,False,False,True,S,PP,0.13333333333333333,0.26666666666666666,First-1,PP,IN,NP,life,0.013305312577301626,O
98,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,",",",",0,4,589,",",Neutral,1,Body,Middle,True,False,False,S,S,0.13333333333333333,0.13333333333333333,learn-10,",",",",",",learn,0.013305312577301626,O
99,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,through,through,0,5,591,IN,Neutral,1,Body,Middle,False,True,False,PP,S,0.2,0.13333333333333333,cooperation-6,IN,through,through,cooperation,0.013305312577301626,Arg-B
100,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,cooperation,cooperation,0,6,599,NN,Neutral,1,Body,Middle,False,False,True,S,PP,0.13333333333333333,0.2,learn-10,PP,IN,NP,life,0.0476733683405093,Arg-I
101,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,",",",",0,7,610,",",Neutral,1,Body,Middle,True,False,False,S,S,0.13333333333333333,0.13333333333333333,learn-10,",",",",",",learn,0.14984525969388995,Arg-I
102,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,children,child,0,8,612,NNS,Neutral,1,Body,Middle,False,True,False,S,S,0.13333333333333333,0.13333333333333333,learn-10,NP,NNS,NNS,life,0.11534865659079704,Arg-I
103,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,can,can,0,9,621,MD,Neutral,1,Body,Middle,False,False,False,VP,S,0.2,0.13333333333333333,learn-10,MD,can,can,learn,0.11534865659079704,Arg-I
104,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,learn,learn,0,10,625,VB,Neutral,1,Body,Middle,False,False,False,VP,VP,0.26666666666666666,0.2,learn-10,ROOT,S,S,learn,0.11534865659079704,Arg-I
105,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,about,about,0,11,631,IN,Neutral,1,Body,Middle,False,False,False,PP,VP,0.3333333333333333,0.26666666666666666,skills-13,IN,about,about,skills,0.11534865659079704,Arg-I
106,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,interpersonal,interpersonal,0,12,637,JJ,Neutral,1,Body,Middle,False,False,False,NP,PP,0.4666666666666667,0.3333333333333333,skills-13,JJ,interpersonal,interpersonal,skills,0.11534865659079704,Arg-I
107,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,skills,skill,0,13,651,NNS,Neutral,1,Body,Middle,False,False,False,NP,NP,0.4,0.4666666666666667,learn-10,PP,IN,NP,life,0.11534865659079704,Arg-I
108,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,which,which,0,14,658,WDT,Neutral,1,Body,Middle,False,False,False,SBAR,NP,0.4666666666666667,0.4,significant-16,WHNP,WDT,WDT,significant,0.11534865659079704,Arg-I
109,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,are,be,0,15,664,VBP,Neutral,1,Body,Middle,False,False,False,VP,SBAR,0.6,0.4666666666666667,significant-16,VBP,are,are,significant,0.11534865659079704,Arg-I
110,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,significant,significant,0,16,668,JJ,Neutral,1,Body,Middle,False,False,False,ADJP,VP,0.6666666666666666,0.6,skills-13,SBAR,WHNP,S,learn,0.11534865659079704,Arg-I
111,../data/ArgumentAnnotatedEssays-2.0 2/data/brat-project-final/essay001.txt,in,in,0,17,680,IN,Neutral,1,Body,Middle,False,False,False,PP,ADJP,0.7333333333333333,0.6666666666666666,life-20,IN,in,in,life,0.11534865659079704,Arg-I
